Make,Model,Year,Transmission,Engine,Electrical,Brakes,Structural,HVAC,Amount
Dodge Ram,Ram 3500,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Alfa Romeo,Stelvio,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Suburban,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
Ford,Expedition,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Optima,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Dodge Ram,Ram 3500,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5750
Dodge,Charger,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
Dodge,Journey,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Nissan,Titan,2019,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,3000
Hyundai,Tucson,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Chevrolet,Suburban,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11000
Hyundai,Kona,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
Honda,Accord Hybrid,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Lincoln,Aviator,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,25000
NIssan,Kicks,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Cadillac,Escalade,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13500
Cadillac,Escalade ESV,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Chevrolet,Silverado,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18500
NIssan,Versa Sedan,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Jeep,Grand Cherokee,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,8000
GMC,Sierra 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,26000
Kia,Soul,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,18500
Chevrolet,Impala,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Chevrolet,Colorado,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Ford,F-150 Hybrid,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Jeep,Compass,2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6750
Nissan,Rogue,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Jeep,Renegade,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Chevrolet,Silverado,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Trailblazer,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Ford,F-150,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Jeep,Wrangler,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
Chevrolet,Silverado,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
Chevrolet,Silverado,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Silverado,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Volkswagen,Jetta,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 2500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,10000
GMC,Yukon,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26000
Chevrolet,Trax,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Ford,F-350 Super Duty,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Cherokee,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11000
Nissan,Titan,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Ford,F-150,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5800
Jeep,Cherokee,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13000
Audi,Q7,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Volkswagen,Atlas,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
GMC,Sierra,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Mitsubishi,Outlander,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Cadillac,TR XT5,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2000
Ford,F-150,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Lincoln,Aviator,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Ford,Escape,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3000
Kia,Soul,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chrysler,Pacifica,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
GMC,Sierra 2500HD,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Forte,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,21000
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Kia,K5,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Lexus,ES 350,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Hyundai,Sonata,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Dodge Ram,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
GMC,Sierra 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Jeep,Grand Cherokee,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Ford,Truck Explorer,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12500
Kia,Sorento,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
Acura,RDX,2022,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,5000
Hyundai,Elantra,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3800
Chevrolet,Traverse,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
GMC,Terrain SLT,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Volkswagen,Taos,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Ford,Focus,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Jeep,Grand Cherokee,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Dodge Ram,Ram 1500,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Ford,EcoSport,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Jeep,Cherokee,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Ford,F-150,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Nissan,Rogue,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4750
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Ford,Bronco,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Nissan,Versa,2020,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,4500
Jeep,Wrangler,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Nissan,Titan XD,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Silverado,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2000
Ford,Explorer,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11000
Dodge Ram,Ram 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13500
Ford,Explorer,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
Chevrolet,Colorado,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Ford,F-150,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10500
Jeep,Grand Cherokee L,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
NIssan,Sentra,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4431
Jeep,Wagoneer,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14500
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6000
Chevrolet,Malibu,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Lexus,RX,2019,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7500
Chevrolet,Trax,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
Hyundai,Palisade,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6250
Kia,Soul,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2500
Ford,Edge,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Grand Cherokee,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Jeep,Renegade,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Ford,F-150,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,17000
GMC,Yukon XL,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11500
Chevrolet,Malibu,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Ford,EcoSport,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10500
Hyundai,Kona,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Toyota,Camry,2022,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,6000
Honda,CR-V,2020,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22000
Ford,F-150,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 2500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Dodge,Challenger,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Dodge Ram,Challenger R/T,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Lincoln,MKZ,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2500
Chevrolet,Equinox,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,15000
Cadillac,CTS,2017,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
GMC,Sierra,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Ford,Focus,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Chevrolet,Silverado 1500,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Tahoe,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,14000
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Jeep,Cherokee,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Volkswagen,Arteon,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Volkswagen,Taos,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Volkswagen,Jetta,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
GMC,Sierra 1500,2017,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Land Rover,Range Rover,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3500
Jeep,Grand Cherokee,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
Ford,Explorer,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6000
Hyundai,Palisade,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Jeep,Cherokee,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
Ford,Mustang Mach-E,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Dodge,Charger,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Nissan,Titan,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Jeep,Grand Cherokee,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado 2500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10500
GMC,Sierra 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Jaguar,I-Pace EV400,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Sierra 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9000
NIssan,Kicks,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14500
GMC,Yukon,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5500
Chevrolet,Traverse,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado 1500,2018,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,20250
Kia,Sorento,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Chrysler,300,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Kia,Sportage,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Ford,F-150 4WD,2021,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,14000
Ford,F-150 SuperCrew,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Jeep,Gladiator,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16000
Cadillac,XT5,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Kia,Sportage,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
GMC,Sierra,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,26500
Nissan,Pathfinder,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6750
GMC,Sierra Limited,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Acura,MDX,2023,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12000
Ford,F-150,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
GMC,Yukon XL,2022,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,12000
Hyundai,Elantra,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Nissan,Rogue,2021,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,8500
Kia,Telluride,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Jeep,Wrangler,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7250
Dodge Ram,Ram 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13500
Audi,Q8,2019,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,13000
Hyundai,Tucson,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Chrysler,Pacifica,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
hevrolet,Silverado 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,10000
Hyundai,Tucson,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4800
Chevrolet,Silverado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,22000
Chevrolet,Colorado,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Land Rover,Range Rover Sport,2019,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,4500
Ford,F-250,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5800
Chevrolet,Camaro,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,22000
Cadillac,CT5 Premium Luxury,2021,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,13000
Chevrolet,Silverado 1500,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,21750
Nissan,Frontier,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5750
Hyundai,Tucson,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4650
Chevrolet,Silverado 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Jeep,Compass,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2000
Mitsubishi,Outlander,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8500
Lincoln,MKC,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Tahoe,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,16000
GMC,Sierra 1500 Limited,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,23000
Dodge Ram,RAM 2500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Honda,Pilot,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Nissan,Titan,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Traverse,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4750
Acura,TLX,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Chevrolet,Silverado 1500,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Toyota,RAV4,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7000
Chevrolet,Silverado,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12750
Mazda,CX-9,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6500
Jeep,Cherokee,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11000
GMC,Sierra 1500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Chevrolet,Silverado 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Jeep,Grand Cherokee,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10500
Jeep,Wrangler,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Dodge Ram,Ram 1500,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Sierra K3500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9500
Ford,Transit Connect,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Honda,Pilot,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Cadillac,Escalade ESV,2021,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,22000
Jeep,Renegade,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,14000
Jeep,Wagoneer,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20000
Hyundai,Elantra,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4250
Chevrolet,Silverado 1500,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
NIssan,Kicks,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Cadillac,Escalade,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,20000
Ford,Explorer,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Nissan,Rogue,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Hyundai,Tucson,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Ford,Escape,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,10000
Nissan,Titan,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Ford,F-150,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4500
Ford,Mustang,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
Nissan,Rogue,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4500
Hyundai,Tucson,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Hyundai,Santa Fe Sport,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3700
Nissan,Frontier,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2000
Ford,F-150,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Dodge Ram,RAM 2500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Dodge Ram,Ram ProMaster 2500,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
GMC,Sierra,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Trax,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Jeep,Wrangler,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12500
Chevrolet,Colorado,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Chevrolet,Silverado 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Chevrolet,Silverado,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Chevrolet,Silverado,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8000
Chevrolet,Traverse,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
Ford,EcoSport,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5500
Ford,Focus,2017,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,4000
Dodge Ram,Ram 3500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12500
Chevrolet,Tahoe,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Dodge Ram,Ram 3500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,19000
Dodge Ram,Ram 1500,2020,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7750
Chevrolet,Silverado,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,20250
Ford,Escape,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4200
Chevrolet,Corvette 2DR,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
Chevrolet,Trailblazer,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9500
Buick,Enclave,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Kia,Forte,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8500
GMC,Sierra 1500,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,11500
Chevrolet,Silverado 1500,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,10000
Toyota,Tacoma 2WD,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7500
Hyundai,Sonata,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
Chevrolet,Silverado 1500,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8000
Dodge Ram,RAM 2500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,13000
GMC,Sierra,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Buick,Cascada,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4750
Mazda,CX-50,2023,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
Buick,Encore GX,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3500
Dodge,Ram 1500,2017,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Jeep,Wrangler,2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6750
Chevrolet,Silverado,2021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Dodge,Durango,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
GMC,Sierra 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,15000
Kia,Rio,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
GMC,Sierra 2500,2020,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12000
Dodge Ram,Ram 1500,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5000
NIssan,Altima,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6250
Hyundai,Elantra,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,4000
GMC,Sierra K1500 SL,2021,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Volskwagen,Jetta,2019,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,5000
Jeep,Grand Cherokee L,2022,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,7000
Nissan,Frontier,2022,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5000
Volkswagen,Atlas,2022,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7500
GMC,Acadia,2019,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Dodge,Durango,2021,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6500
Ford,EcoSport,2018,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,6800
Kia,Sportage,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,3000
Chevrolet,Silverado 1500,2022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11500
Chevrolet,Silverado 1500,2020,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,9000
